user_id,score0,score1,score2
2285,38+  3.  |  38+  6. [5.81],32+,38+
811,34+  9.  |  Top  1. [5.61],Top,36+
855,38+  3.  |  Top  1. [3.67],32+,32+
2301,38+  3.  |  Top  1. [3.67],31+,28+
1749,31+  14.  |  17+  30. [22.62],30+,28+
1559,38+  3.  |  2+  54. [15.59],34,27+
314,30+  19.  |  33+  13. [16.72],30+,22+
1741,35+  7.  |  31+  16. [11.29],34,19+
2307,31+  14.  |  17+  30. [22.62],30+,19+
2336,13+  39.  |  38+  6. [18.47],30,NA
649,32+  13.  |  35+  10. [11.68],25+,NA
2257,30   25.  |  31+  16. [20.82],25+,NA
2370,13+  39.  |  35+  10. [21.86],25+,NA
318,30   25.  |  25+  21. [23.69],25+,NA
3125,30+  19.  |  31+  16. [19.12],25,NA
165,30+  19.  |  18+  25. [23.87],24,NA
1389,29+  27.  |  32+  14. [19.79],22+,NA
1489,Top  1.  |  Top  1. [2.12],10+,NA
2273,Top  1.  |  38+  6. [3.35],10+,NA
2272,34+  9.  |  Top  1. [5.61],10+,NA
1773,31+  14.  |  34+  12. [13.64],10+,NA
2041,34+  9.  |  18+  25. [16.68],10+,NA
1778,30+  19.  |  25+  21. [21.75],10+,NA
854,31+  14.  |  17+  30. [22.62],10+,NA
2332,35+  7.  |  38+  6. [7.50],1.5+,NA
1251,34+  9.  |  3+  49. [22.80],1.5+,NA
2337,29   28.  |  25+  21. [24.82],NA,NA
2667,13+  39.  |  32+  14. [25.69],NA,NA
2014,24+  35.  |  28   20. [26.46],NA,NA
320,30+  19.  |  17+  30. [26.64],NA,NA
1361,30+  19.  |  17+  30. [26.64],NA,NA
2072,26   31.  |  20   24. [27.50],NA,NA
519,31   18.  |  13   44. [28.14],NA,NA
3983,13+  39.  |  28+  19. [29.40],NA,NA
793,25+  33.  |  18+  25. [29.57],NA,NA
1138,27+  29.  |  17+  30. [31.20],NA,NA
857,27+  29.  |  17+  30. [31.20],NA,NA
437,15   38.  |  18+  25. [31.73],NA,NA
2101,26   31.  |  16+  39. [35.50],NA,NA
2214,25   34.  |  17   37. [35.71],NA,NA
2368,13+  39.  |  18   29. [36.32],NA,NA
3929,19   36.  |  17   37. [37.00],NA,NA
3268,19   36.  |  15+  42. [39.15],NA,NA
2217,13+  39.  |  16+  39. [42.66],NA,NA
109,13+  39.  |  16+  39. [42.66],NA,NA
3938,13+  39.  |  15   43. [44.23],NA,NA
2530,13+  39.  |  12+  45. [46.00],NA,NA
3270,13+  39.  |  12+  45. [46.00],NA,NA
1502,13+  39.  |  12+  45. [46.00],NA,NA
2929,13+  39.  |  12+  45. [46.00],NA,NA
1372,13+  39.  |  3+  49. [47.46],NA,NA
1754,13+  39.  |  3   51. [48.64],NA,NA
3278,13   53.  |  3   51. [52.50],NA,NA
2845,10+  54.  |  3   51. [52.99],NA,NA
