user_id,score0,score1
1574,4.230,4.280
10954,4.780,fall
6361,4.460,4.720
1580,5.100,4.730
6187,5.080,5.040
11208,5.350,5.210
1588,5.290,5.280
11209,5.380,fall
1741,5.450,NA
11210,5.680,NA
1787,5.880,NA
10958,5.930,NA
11162,6.530,NA
10949,8.660,NA
