user_id,score0,score1
2309,2T4z 3 9,2T4z 5 11
79,3T3z 6 6,2T4z 5 14
1124,2T4z 2 5,2T4z 6 8
2052,3T4z 7 5,2T4z 7 13
2348,3T4z 11 13,2T3z 3 7
2947,3T4z 15 19,0T1z 0 5
2272,2T4z 3 11,NA
523,2T4z 4 6,NA
2334,1T4z 2 14,NA
1129,1T4z 5 13,NA
1741,1T2z 1 5,NA
4299,1T2z 2 6,NA
2261,1T1z 1 1,NA
1472,0T4z 0 9,NA
2291,0T3z 0 8,NA
7613,0T2z 0 5,NA
3486,0T2z 0 11,NA
2218,0T1z 0 3,NA
2991,0T1z 0 6,NA
2148,0T0z 0 0,NA
