user_id,score0,score1
1129,36+,Top
2039,36+,44
2285,33+,37
2272,32,36
2261,34,35+
1741,33,35+
4299,31+,35+
2370,32+,31
79,31,NA
2309,27,NA
2218,26+,NA
2052,26+,NA
2291,26+,NA
523,25,NA
2991,24+,NA
1124,24,NA
4437,17+,NA
2234,15+,NA
2226,11+,NA
3815,9+,NA
7613,9+,NA
2241,9,NA
2240,7,NA
