user_id,score0,score1,score2
849,2T4z 2 6,3T4z 5 6,2T4z 3 6
2276,4T4z 13 8,3T4z 5 7,1T3z 1 6
2257,2T4z 5 6,3T4z 17 18,1T3z 4 8
2052,3T4z 7 8,3T4z 8 9,1T2z 2 6
79,2T4z 3 5,3T4z 5 10,0T2z 0 4
2332,2T4z 2 7,3T4z 8 7,0T1z 0 8
523,1T3z 1 3,2T4z 3 4,NA
1124,2T4z 5 6,2T4z 3 5,NA
857,2T5z 5 22,2T4z 3 5,NA
2307,2T3z 4 4,2T3z 3 3,NA
2291,2T4z 4 13,1T4z 1 9,NA
1472,4T5z 11 11,1T4z 3 5,NA
2348,3T4z 19 16,1T4z 11 20,NA
645,1T3z 3 4,1T3z 1 4,NA
1558,1T4z 2 12,1T3z 2 8,NA
2272,4T4z 12 10,1T3z 3 5,NA
3126,1T3z 3 10,1T3z 3 8,NA
490,2T4z 8 7,1T3z 5 4,NA
3983,4T4z 21 16,0T3z 0 7,NA
1138,3T4z 7 7,0T2z 0 5,NA
2480,1T3z 3 13,NA,NA
53,2T4z 5 7,NA,NA
2337,0T4z 0 6,NA,NA
1772,2T4z 6 6,NA,NA
2309,0T4z 0 6,NA,NA
1778,2T4z 9 15,NA,NA
2376,2T3z 3 5,NA,NA
2265,0T4z 0 7,NA,NA
854,0T4z 0 8,NA,NA
2261,2T3z 3 7,NA,NA
1131,2T3z 5 5,NA,NA
2331,0T4z 0 11,NA,NA
3428,0T4z 0 12,NA,NA
2338,2T3z 6 3,NA,NA
2218,0T4z 0 14,NA,NA
486,2T3z 7 3,NA,NA
2017,0T3z 0 3,NA,NA
2301,2T3z 7 7,NA,NA
2334,2T3z 9 5,NA,NA
646,0T3z 0 4,NA,NA
2295,1T4z 1 14,NA,NA
2525,0T3z 0 5,NA,NA
313,1T4z 4 8,NA,NA
2280,0T3z 0 6,NA,NA
3112,0T3z 0 7,NA,NA
2255,0T3z 0 7,NA,NA
631,0T3z 0 7,NA,NA
765,1T3z 3 3,NA,NA
882,0T3z 0 7,NA,NA
2214,0T3z 0 7,NA,NA
2266,1T3z 3 7,NA,NA
3644,1T3z 4 8,NA,NA
2535,1T3z 4 9,NA,NA
2954,1T3z 5 9,NA,NA
3855,0T3z 0 8,NA,NA
1741,0T3z 0 8,NA,NA
1614,0T3z 0 8,NA,NA
3123,1T3z 6 5,NA,NA
1800,1T3z 6 7,NA,NA
2947,1T3z 8 15,NA,NA
2508,0T3z 0 10,NA,NA
3061,1T2z 2 4,NA,NA
2491,0T3z 0 13,NA,NA
2670,0T4z 0 15,NA,NA
3779,0T4z 0 20,NA,NA
2840,0T3z 0 17,NA,NA
2217,0T3z 0 19,NA,NA
3727,0T3z 0 6,NA,NA
745,0T3z 0 7,NA,NA
1875,0T2z 0 3,NA,NA
2514,0T2z 0 3,NA,NA
2507,0T3z 0 9,NA,NA
4306,0T3z 0 12,NA,NA
2041,0T2z 0 4,NA,NA
1559,0T2z 0 4,NA,NA
3640,0T2z 0 3,NA,NA
3672,0T2z 0 6,NA,NA
2226,0T2z 0 6,NA,NA
1681,0T2z 0 9,NA,NA
2146,0T2z 0 9,NA,NA
2687,0T2z 0 8,NA,NA
3853,0T2z 0 11,NA,NA
2219,0T2z 0 11,NA,NA
3854,0T2z 0 15,NA,NA
2392,0T1z 0 1,NA,NA
2148,0T1z 0 1,NA,NA
1560,0T1z 0 1,NA,NA
4161,0T1z 0 7,NA,NA
103,0T1z 0 2,NA,NA
4252,0T1z 0 11,NA,NA
2849,0T0z 0 0,NA,NA
