user_id,score0,score1,score2
1214,3T4z 6 4,3T4z 4 6,3T4z 7 8
1364,4T5z 10 11,4T4z 8 8,3T3z 3 3
3422,4T5z 9 8,3T4z 4 5,2T4z 4 14
79,4T4z 8 7,2T4z 2 10,2T3z 5 6
1138,4T5z 6 11,3T4z 7 14,1T4z 3 6
2052,4T4z 13 12,3T4z 3 6,1T3z 5 9
3582,3T4z 7 7,2T4z 4 8,NA
1131,4T5z 15 9,2T4z 4 10,NA
857,3T4z 7 12,2T4z 6 6,NA
2574,3T5z 7 6,2T4z 11 13,NA
1124,3T4z 3 4,1T4z 1 5,NA
2947,3T5z 9 15,1T4z 3 25,NA
1256,3T4z 5 7,1T3z 1 5,NA
646,3T4z 4 9,1T3z 4 7,NA
2309,4T5z 12 17,1T2z 3 3,NA
645,2T5z 4 12,1T2z 3 5,NA
2348,4T5z 15 18,0T3z 0 7,NA
2291,4T5z 10 11,0T3z 0 10,NA
486,2T5z 3 9,0T3z 0 13,NA
2337,3T4z 10 10,0T3z 0 16,NA
3983,3T4z 13 14,NA,NA
1559,2T4z 3 12,NA,NA
3460,2T4z 4 9,NA,NA
765,3T4z 14 13,NA,NA
89,2T4z 5 5,NA,NA
2265,3T3z 5 4,NA,NA
1472,3T3z 7 7,NA,NA
1593,2T4z 6 12,NA,NA
1255,2T4z 2 17,NA,NA
3428,2T3z 6 12,NA,NA
523,2T3z 9 8,NA,NA
1170,2T4z 5 19,NA,NA
811,2T4z 9 19,NA,NA
4252,2T3z 10 11,NA,NA
648,1T4z 1 12,NA,NA
3127,2T3z 4 3,NA,NA
2017,2T3z 4 6,NA,NA
2667,1T4z 2 9,NA,NA
3126,2T3z 4 8,NA,NA
11527,1T4z 2 10,NA,NA
854,2T3z 5 7,NA,NA
3131,1T3z 1 3,NA,NA
634,1T3z 1 6,NA,NA
3061,2T3z 5 10,NA,NA
1361,2T3z 5 10,NA,NA
1149,1T3z 2 8,NA,NA
165,1T3z 3 3,NA,NA
1245,2T3z 6 5,NA,NA
532,2T3z 11 13,NA,NA
1926,1T3z 3 8,NA,NA
1489,2T3z 11 13,NA,NA
2219,1T3z 4 21,NA,NA
505,2T2z 2 2,NA,NA
1741,1T3z 5 8,NA,NA
1241,2T2z 2 2,NA,NA
314,1T3z 7 17,NA,NA
855,1T2z 2 3,NA,NA
1234,1T3z 1 11,NA,NA
1713,1T2z 2 4,NA,NA
649,1T3z 4 7,NA,NA
3998,1T3z 5 8,NA,NA
3777,1T2z 3 4,NA,NA
2174,1T3z 5 18,NA,NA
4003,1T2z 3 5,NA,NA
11525,1T2z 3 12,NA,NA
1389,1T2z 3 4,NA,NA
4284,1T2z 7 7,NA,NA
3991,1T2z 3 9,NA,NA
3855,1T2z 5 6,NA,NA
3136,1T1z 4 4,NA,NA
4306,1T2z 5 8,NA,NA
1396,1T1z 5 5,NA,NA
3779,0T4z 0 32,NA,NA
2670,1T2z 6 5,NA,NA
3586,1T1z 1 1,NA,NA
11530,0T3z 0 6,NA,NA
1365,1T1z 1 1,NA,NA
3141,0T2z 0 3,NA,NA
320,1T1z 2 2,NA,NA
1558,0T2z 0 4,NA,NA
814,1T1z 4 3,NA,NA
3581,1T1z 4 3,NA,NA
2678,0T2z 0 5,NA,NA
2217,0T2z 0 8,NA,NA
4001,0T2z 0 16,NA,NA
2762,1T1z 5 3,NA,NA
4436,0T2z 0 17,NA,NA
1145,0T3z 0 21,NA,NA
776,0T1z 0 3,NA,NA
437,0T2z 0 15,NA,NA
1534,0T1z 0 1,NA,NA
2530,0T1z 0 1,NA,NA
1502,0T1z 0 4,NA,NA
865,0T1z 0 5,NA,NA
11522,0T1z 0 5,NA,NA
319,0T1z 0 5,NA,NA
11453,0T1z 0 2,NA,NA
10489,0T1z 0 2,NA,NA
1058,0T1z 0 3,NA,NA
11533,0T1z 0 6,NA,NA
109,0T1z 0 6,NA,NA
11518,0T1z 0 6,NA,NA
2761,0T1z 0 6,NA,NA
3854,0T1z 0 7,NA,NA
327,0T0z 0 0,NA,NA
11529,0T0z 0 0,NA,NA
11452,0T0z 0 0,NA,NA
2777,0T1z 0 8,NA,NA
11528,0T0z 0 0,NA,NA
816,0T0z 0 0,NA,NA
4119,0T0z 0 0,NA,NA
4125,0T0z 0 0,NA,NA
11534,0T1z 0 9,NA,NA
3901,0T1z 0 13,NA,NA
4192,0T0z 0 0,NA,NA
4434,0T0z 0 0,NA,NA
11520,0T0z 0 0,NA,NA
2808,0T0z 0 0,NA,NA
11531,0T0z 0 0,NA,NA
