user_id,score0,score1,score2
1131,3T4z 6 8,2T4z 2 4,2T4z 2 13
1124,3T4z 7 8,3T4z 7 4,2T3z 9 7
1214,2T3z 7 8,3T4z 9 5,2T3z 9 11
2309,4T5z 11 12,3T4z 5 7,2T3z 11 13
2348,5T5z 24 22,4T4z 11 6,2T2z 5 5
523,3T4z 6 11,3T3z 3 3,1T2z 1 3
2272,4T5z 16 17,2T4z 3 6,NA
2257,4T4z 8 5,2T4z 3 11,NA
2265,4T5z 9 9,2T4z 4 9,NA
2276,4T4z 12 9,2T4z 4 9,NA
2017,4T5z 19 19,2T4z 5 7,NA
3422,2T4z 4 15,2T4z 5 8,NA
2337,2T3z 4 4,1T4z 2 9,NA
79,2T4z 5 16,1T3z 1 5,NA
1255,3T5z 12 16,1T3z 1 5,NA
490,2T3z 5 5,1T3z 2 3,NA
2291,2T3z 6 4,1T3z 2 4,NA
849,3T5z 8 16,1T3z 2 9,NA
2301,3T4z 7 9,1T3z 3 6,NA
3131,3T3z 11 8,1T3z 5 9,NA
667,3T4z 8 16,NA,NA
1138,1T4z 1 8,NA,NA
854,1T4z 1 13,NA,NA
3127,1T4z 1 13,NA,NA
2574,3T3z 6 6,NA,NA
53,3T3z 6 6,NA,NA
1741,1T4z 1 14,NA,NA
2334,3T3z 11 9,NA,NA
3111,3T3z 11 10,NA,NA
797,1T4z 1 18,NA,NA
1773,3T3z 13 12,NA,NA
1149,1T4z 2 14,NA,NA
3722,3T3z 16 16,NA,NA
2587,1T4z 6 11,NA,NA
2332,2T3z 2 4,NA,NA
4299,1T3z 1 3,NA,NA
685,1T3z 1 3,NA,NA
1250,2T3z 3 5,NA,NA
486,2T3z 6 7,NA,NA
857,1T3z 1 5,NA,NA
3061,1T3z 1 5,NA,NA
646,2T3z 7 9,NA,NA
436,1T3z 1 6,NA,NA
3126,1T3z 1 6,NA,NA
1234,2T3z 8 9,NA,NA
1245,2T3z 10 12,NA,NA
2217,1T3z 1 8,NA,NA
4300,2T3z 11 11,NA,NA
3123,1T3z 1 8,NA,NA
3112,2T3z 11 15,NA,NA
2667,1T3z 3 5,NA,NA
850,2T2z 3 3,NA,NA
1361,2T2z 3 3,NA,NA
3591,1T3z 3 5,NA,NA
1778,2T2z 5 4,NA,NA
2670,1T3z 3 11,NA,NA
765,1T3z 4 10,NA,NA
2266,2T2z 7 7,NA,NA
3983,2T2z 10 7,NA,NA
1472,1T3z 5 11,NA,NA
3779,1T2z 1 2,NA,NA
2615,1T2z 1 2,NA,NA
1489,2T2z 11 9,NA,NA
1928,2T2z 21 20,NA,NA
434,1T3z 1 13,NA,NA
775,1T2z 2 3,NA,NA
67,1T2z 2 3,NA,NA
4364,1T3z 5 6,NA,NA
3855,1T2z 2 10,NA,NA
525,1T3z 5 8,NA,NA
4306,1T2z 3 4,NA,NA
803,1T2z 2 7,NA,NA
3141,1T2z 2 13,NA,NA
238,1T2z 2 13,NA,NA
3777,1T2z 4 3,NA,NA
4252,1T2z 4 3,NA,NA
645,1T2z 3 5,NA,NA
1229,1T2z 4 4,NA,NA
745,1T2z 3 6,NA,NA
1800,1T2z 3 6,NA,NA
3147,1T2z 4 5,NA,NA
786,1T2z 5 8,NA,NA
1681,1T1z 2 1,NA,NA
4150,1T2z 4 4,NA,NA
3185,0T3z 0 6,NA,NA
3138,0T3z 0 6,NA,NA
2525,1T2z 5 6,NA,NA
1241,1T2z 8 12,NA,NA
313,0T3z 0 9,NA,NA
1586,1T1z 2 1,NA,NA
858,0T3z 0 9,NA,NA
2015,1T1z 3 1,NA,NA
4397,0T2z 0 3,NA,NA
2591,1T1z 3 3,NA,NA
3136,0T1z 0 1,NA,NA
1559,0T2z 0 4,NA,NA
816,0T1z 0 1,NA,NA
4161,0T1z 0 1,NA,NA
1357,0T1z 0 1,NA,NA
85,0T2z 0 7,NA,NA
2761,0T2z 0 8,NA,NA
3511,0T2z 0 11,NA,NA
2219,0T2z 0 11,NA,NA
926,0T1z 0 2,NA,NA
3991,0T1z 0 2,NA,NA
3989,0T1z 0 2,NA,NA
3569,0T1z 0 1,NA,NA
2177,0T1z 0 2,NA,NA
2508,0T1z 0 3,NA,NA
4027,0T1z 0 3,NA,NA
1643,0T1z 0 3,NA,NA
4073,0T1z 0 4,NA,NA
2865,0T1z 0 5,NA,NA
1525,0T1z 0 4,NA,NA
3854,0T1z 0 6,NA,NA
2769,0T1z 0 8,NA,NA
2762,0T1z 0 6,NA,NA
4081,0T0z 0 0,NA,NA
1754,0T0z 0 0,NA,NA
776,0T0z 0 0,NA,NA
2840,0T0z 0 0,NA,NA
1758,0T0z 0 0,NA,NA
2768,0T0z 0 0,NA,NA
4434,0T0z 0 0,NA,NA
4163,0T0z 0 0,NA,NA
1403,0T0z 0 0,NA,NA
4001,0T0z 0 0,NA,NA
4067,0T0z 0 0,NA,NA
