user_id,score0,score1
1929,55,10
1926,45,16
1934,80,18
1741,14,48
3211,56,70
3213,78,90
3136,396,168
4196,390,448
1653,660,NA
3141,810,NA
1558,952,NA
3174,1064,NA
4397,1792,NA
4197,2496,NA
6393,3240,NA
3903,3240,NA
3147,3420,NA
3172,4800,NA
3138,5491,NA
