user_id,score0,score1,score2
2272,4T5z 9 12,2T3z 7 8,3T3z 9 8
1559,4T4z 6 5,2T4z 3 5,2T3z 2 4
79,5T5z 18 7,3T4z 7 8,2T3z 5 7
1214,4T4z 6 6,2T4z 5 7,2T2z 2 2
3422,3T4z 6 6,3T4z 3 4,1T3z 1 3
1124,4T5z 7 8,2T3z 2 3,1T2z 1 3
486,2T5z 3 8,2T2z 4 2,NA
490,4T5z 18 17,2T2z 4 2,NA
2337,4T4z 15 15,2T2z 5 5,NA
2309,5T5z 11 11,1T4z 1 10,NA
2276,5T5z 12 10,1T3z 2 6,NA
2257,5T5z 15 12,1T3z 2 8,NA
1131,4T5z 7 8,0T3z 0 4,NA
2266,3T5z 5 11,0T3z 0 5,NA
2348,4T4z 11 10,0T2z 0 4,NA
646,5T5z 5 5,0T2z 0 5,NA
1138,3T5z 7 17,0T2z 0 5,NA
3131,3T3z 17 16,0T1z 0 1,NA
797,4T5z 8 16,0T1z 0 4,NA
523,4T4z 11 10,0T0z 0 0,NA
2332,2T4z 2 4,NA,NA
3983,3T4z 7 7,NA,NA
849,2T4z 4 9,NA,NA
2265,3T4z 8 5,NA,NA
2291,2T5z 4 13,NA,NA
1229,2T4z 4 11,NA,NA
1255,2T4z 5 12,NA,NA
1558,2T4z 7 10,NA,NA
3126,2T4z 5 13,NA,NA
1472,2T3z 2 4,NA,NA
1741,2T3z 5 6,NA,NA
3111,2T4z 6 9,NA,NA
436,2T3z 9 10,NA,NA
3185,2T4z 9 11,NA,NA
882,2T4z 9 14,NA,NA
3777,2T3z 14 13,NA,NA
2947,1T5z 2 15,NA,NA
857,2T3z 2 3,NA,NA
1245,2T3z 5 5,NA,NA
685,1T4z 1 14,NA,NA
60,1T4z 2 9,NA,NA
2219,2T3z 15 18,NA,NA
634,2T2z 4 3,NA,NA
89,1T3z 1 17,NA,NA
667,1T5z 2 6,NA,NA
2334,1T3z 2 5,NA,NA
775,1T3z 2 7,NA,NA
1586,1T4z 2 9,NA,NA
2954,1T2z 2 3,NA,NA
2273,1T4z 5 8,NA,NA
3672,1T3z 3 3,NA,NA
3061,1T2z 3 5,NA,NA
3644,1T2z 6 9,NA,NA
2226,1T2z 2 6,NA,NA
434,0T4z 0 6,NA,NA
1241,0T4z 0 6,NA,NA
1593,1T2z 3 2,NA,NA
3651,1T2z 3 7,NA,NA
3640,1T2z 4 6,NA,NA
1234,0T4z 0 7,NA,NA
2218,0T4z 0 12,NA,NA
4150,0T4z 0 8,NA,NA
2217,0T3z 0 3,NA,NA
631,0T3z 0 4,NA,NA
1250,0T3z 0 5,NA,NA
816,0T3z 0 13,NA,NA
2017,0T3z 0 11,NA,NA
2535,0T2z 0 4,NA,NA
4437,0T3z 0 11,NA,NA
3929,0T2z 0 4,NA,NA
2491,0T2z 0 15,NA,NA
1571,0T2z 0 3,NA,NA
2507,0T2z 0 7,NA,NA
865,0T1z 0 5,NA,NA
3728,0T1z 0 5,NA,NA
803,0T2z 0 8,NA,NA
2508,0T0z 0 0,NA,NA
2845,0T0z 0 0,NA,NA
3726,0T0z 0 0,NA,NA
3736,0T0z 0 0,NA,NA
2149,0T0z 0 0,NA,NA
1686,0T0z 0 0,NA,NA
4155,0T0z 0 0,NA,NA
