user_id,score0,score1,score2
3422,5t11 5b9,3t7 4b12,4t10 4b6
2276,4t7 5b7,3t5 4b6,3t6 3b3
2337,4t10 5b11,3t4 4b5,3t7 3b4
2052,5t7 5b7,4t6 4b6,2t3 3b4
2309,5t8 5b8,3t7 3b7,2t4 3b4
2272,5t6 5b6,4t14 4b12,2t9 2b6
2574,2t3 5b9,3t11 3b11,NA
1138,4t10 4b9,2t6 3b7,NA
1214,4t9 5b10,2t7 3b7,NA
79,5t11 5b8,2t10 3b10,NA
490,4t11 5b6,1t1 4b7,NA
797,4t12 4b6,1t2 3b6,NA
67,3t4 5b15,1t2 3b7,NA
3111,4t9 5b14,1t3 4b9,NA
1472,4t7 5b8,1t3 2b3,NA
3890,2t3 4b12,0t 3b9,NA
3131,4t12 4b6,0t 3b12,NA
646,4t8 5b10,0t 2b5,NA
523,3t5 4b6,0t 2b5,NA
2348,4t13 5b14,0t 2b6,NA
85,2t4 5b12,NA,NA
2307,4t14 5b9,NA,NA
470,2t5 4b11,NA,NA
2332,3t3 5b6,NA,NA
648,2t5 3b6,NA,NA
849,3t5 5b8,NA,NA
1741,2t7 5b13,NA,NA
857,3t5 4b6,NA,NA
1124,3t6 5b7,NA,NA
3123,2t7 4b9,NA,NA
3460,3t7 4b14,NA,NA
3779,2t7 4b12,NA,NA
53,3t10 4b12,NA,NA
1361,2t8 5b20,NA,NA
4306,3t11 4b11,NA,NA
3577,3t11 4b11,NA,NA
2265,1t1 4b14,NA,NA
1772,1t1 3b9,NA,NA
4364,3t16 4b22,NA,NA
775,1t1 3b10,NA,NA
486,1t3 4b8,NA,NA
1131,2t3 5b11,NA,NA
3983,2t4 4b18,NA,NA
4300,1t3 3b11,NA,NA
854,2t5 5b15,NA,NA
2255,1t4 4b9,NA,NA
634,2t7 4b9,NA,NA
645,1t4 4b13,NA,NA
667,1t5 3b10,NA,NA
3185,2t7 4b10,NA,NA
89,2t7 4b13,NA,NA
1229,1t5 2b5,NA,NA
923,2t7 3b13,NA,NA
1559,1t5 1b5,NA,NA
2591,1t5 1b5,NA,NA
324,1t1 4b13,NA,NA
60,1t6 4b13,NA,NA
96,1t1 3b9,NA,NA
649,1t1 3b9,NA,NA
1255,1t6 3b10,NA,NA
2017,1t2 5b17,NA,NA
2014,1t7 3b5,NA,NA
1571,1t2 4b10,NA,NA
487,1t7 2b7,NA,NA
1250,1t2 4b16,NA,NA
3127,1t8 2b10,NA,NA
2667,0t 4b14,NA,NA
2214,1t2 3b13,NA,NA
3486,0t 4b16,NA,NA
314,1t3 4b19,NA,NA
875,0t 4b17,NA,NA
1593,1t3 3b5,NA,NA
3112,0t 3b4,NA,NA
3998,1t3 3b12,NA,NA
1221,0t 3b4,NA,NA
926,1t3 2b4,NA,NA
3428,0t 3b8,NA,NA
1906,0t 3b8,NA,NA
780,1t3 2b16,NA,NA
1357,1t4 2b4,NA,NA
912,0t 3b10,NA,NA
2179,0t 3b10,NA,NA
3889,1t5 2b6,NA,NA
3126,1t6 4b13,NA,NA
2218,1t10 2b11,NA,NA
1245,0t 3b18,NA,NA
3855,0t 4b20,NA,NA
816,0t 3b19,NA,NA
1770,0t 4b27,NA,NA
2046,0t 3b25,NA,NA
1234,0t 3b6,NA,NA
3989,0t 2b2,NA,NA
2217,0t 3b9,NA,NA
2859,0t 2b3,NA,NA
4363,0t 3b9,NA,NA
1362,0t 2b4,NA,NA
1721,0t 2b5,NA,NA
3427,0t 3b12,NA,NA
2508,0t 2b7,NA,NA
3903,0t 2b7,NA,NA
3878,0t 3b14,NA,NA
2825,0t 3b15,NA,NA
793,0t 2b8,NA,NA
3147,0t 2b8,NA,NA
1094,0t 3b16,NA,NA
3508,0t 3b20,NA,NA
320,0t 2b4,NA,NA
3513,0t 2b9,NA,NA
1241,0t 2b4,NA,NA
3991,0t 2b9,NA,NA
313,0t 2b11,NA,NA
2041,0t 2b7,NA,NA
2826,0t 2b7,NA,NA
776,0t 2b14,NA,NA
3853,0t 2b10,NA,NA
1713,0t 2b19,NA,NA
3138,0t 2b10,NA,NA
1496,0t 1b1,NA,NA
2670,0t 1b1,NA,NA
3467,0t 2b11,NA,NA
3037,0t 2b12,NA,NA
3361,0t 1b2,NA,NA
1627,0t 1b2,NA,NA
1777,0t 1b2,NA,NA
3854,0t 2b13,NA,NA
2493,0t 2b16,NA,NA
3511,0t 1b1,NA,NA
2808,0t 1b1,NA,NA
3722,0t 1b4,NA,NA
4329,0t 1b5,NA,NA
3791,0t 1b6,NA,NA
1403,0t 1b2,NA,NA
2422,0t 1b2,NA,NA
3786,0t 1b9,NA,NA
4084,0t 0b,NA,NA
4115,0t 0b,NA,NA
3781,0t 0b,NA,NA
4247,0t 0b,NA,NA
3872,0t 0b,NA,NA
2223,0t 1b6,NA,NA
2226,0t 0b,NA,NA
1064,0t 0b,NA,NA
4074,0t 0b,NA,NA
3095,0t 0b,NA,NA
4161,0t 0b,NA,NA
4073,0t 0b,NA,NA
2730,0t 0b,NA,NA
3988,0t 0b,NA,NA
4248,0t 0b,NA,NA
3165,0t 0b,NA,NA
4067,0t 0b,NA,NA
1055,0t 0b,NA,NA
4117,0t 0b,NA,NA
1525,0t 0b,NA,NA
2728,0t 0b,NA,NA
3188,0t 0b,NA,NA
2425,0t 0b,NA,NA
4163,0t 0b,NA,NA
2761,0t 0b,NA,NA
3163,0t 0b,NA,NA
3041,0t 0b,NA,NA
1479,0t 0b,NA,NA
4156,0t 0b,NA,NA
2519,0t 0b,NA,NA
2777,0t 0b,NA,NA
3038,0t 0b,NA,NA
