user_id,score0,score1,score2
1129,Top  1.  |  Top  1. [7.35],43+,37+
437,Top  1.  |  Top  1. [7.35],40+,37
1559,Top  1.  |  Top  1. [7.35],41+,35+
444,Top  1.  |  Top  1. [7.35],37+,34
2261,Top  1.  |  39+  8. [11.32],36+,24+
4299,33+  28.  |  39+  8. [18.10],36+,24
1127,Top  1.  |  34+  13. [14.70],36+,20+
1214,Top  1.  |  Top  1. [7.35],40+,16
855,Top  1.  |  39+  8. [11.32],36,NA
2307,Top  1.  |  34+  13. [14.70],35,NA
2041,Top  1.  |  37+  12. [12.73],33,NA
864,Top  1.  |  34+  13. [14.70],32.5,NA
773,Top  1.  |  Top  1. [7.35],32+,NA
1741,Top  1.  |  39+  8. [11.32],32+,NA
463,Top  1.  |  34+  13. [14.70],32+,NA
2667,Top  1.  |  29+  29. [22.80],32+,NA
1216,Top  1.  |  34   20. [16.43],29,NA
461,Top  1.  |  29+  29. [22.80],28+,NA
3111,Top  1.  |  29+  29. [22.80],27+,NA
60,Top  1.  |  29+  29. [22.80],27+,NA
2296,33   42.  |  34+  13. [25.92],26+,NA
3248,Top  1.  |  27+  52. [26.87],22+,NA
451,Top  1.  |  29+  29. [22.80],19+,NA
979,33+  28.  |  34+  13. [23.49],19+,NA
3889,Top  1.  |  29+  29. [22.80],17,NA
3125,Top  1.  |  Top  1. [7.35],15+,NA
314,33+  28.  |  32+  21. [26.92],NA,NA
3112,Top  1.  |  27   56. [27.62],NA,NA
2042,33+  28.  |  32   22. [28.17],NA,NA
2040,33+  28.  |  32   22. [28.17],NA,NA
3131,Top  1.  |  26+  58. [28.58],NA,NA
788,Top  1.  |  22   66. [29.85],NA,NA
2014,33+  28.  |  31+  25. [29.95],NA,NA
2289,33+  28.  |  31   28. [31.08],NA,NA
2332,27+  63.  |  34+  13. [32.00],NA,NA
1221,32+  43.  |  31+  25. [34.39],NA,NA
459,32+  43.  |  31+  25. [34.39],NA,NA
1135,33+  28.  |  29+  29. [36.45],NA,NA
499,33+  28.  |  29+  29. [36.45],NA,NA
1743,33+  28.  |  29+  29. [36.45],NA,NA
776,28+  59.  |  32   22. [37.15],NA,NA
854,33+  28.  |  28+  50. [41.53],NA,NA
649,32+  43.  |  29+  29. [41.85],NA,NA
2851,32+  43.  |  29+  29. [41.85],NA,NA
79,31+  49.  |  29+  29. [43.65],NA,NA
1576,30+  51.  |  29+  29. [44.31],NA,NA
880,36   27.  |  12+  73. [44.40],NA,NA
516,33+  28.  |  26+  58. [45.69],NA,NA
3897,33+  28.  |  26+  58. [45.69],NA,NA
465,29+  52.  |  29+  29. [46.02],NA,NA
2493,29+  52.  |  29+  29. [46.02],NA,NA
3780,29+  52.  |  29+  29. [46.02],NA,NA
1134,29+  52.  |  29+  29. [46.02],NA,NA
1228,29+  52.  |  29+  29. [46.02],NA,NA
519,33+  28.  |  24   65. [47.36],NA,NA
798,32+  43.  |  27+  52. [49.34],NA,NA
320,32+  43.  |  27+  52. [49.34],NA,NA
448,27+  63.  |  29+  29. [49.64],NA,NA
4308,27+  63.  |  29+  29. [49.64],NA,NA
634,29+  52.  |  28   51. [52.96],NA,NA
1264,29+  52.  |  27+  52. [54.24],NA,NA
538,31+  49.  |  26+  58. [54.72],NA,NA
3427,27   66.  |  29   49. [56.87],NA,NA
312,28   62.  |  27   56. [59.19],NA,NA
1378,28+  59.  |  26+  58. [60.25],NA,NA
484,25   68.  |  26+  58. [64.38],NA,NA
2351,28+  59.  |  17+  69. [64.58],NA,NA
951,26+  67.  |  25+  64. [65.48],NA,NA
1759,25   68.  |  21   67. [67.75],NA,NA
1581,15+  73.  |  20+  68. [70.46],NA,NA
1054,19+  71.  |  17+  69. [70.49],NA,NA
1586,24+  70.  |  16+  71. [70.50],NA,NA
3062,19+  71.  |  15   72. [71.75],NA,NA
